# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SEN34	YAR008W	YAR008W	protein_coding	0	1	2	43	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	41
SEN54	YPL083C	YPL083C	protein_coding	1	1	2	20	1	0	0	0	14	1	0	0	1	0	0	0	0	0	0	0	0	1	6
SEO1	YAL067C	YAL067C	protein_coding	0	0	1	7	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SER1	YOR184W	YOR184W	protein_coding	0	5	1	69	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	5	36
SER2	YGR208W	YGR208W	protein_coding	0	3	1	76	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	3	41
SER3	YER081W	YER081W	protein_coding	0	0	1	12	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	6
SER33	YIL074C	YIL074C	protein_coding	0	1	1	11	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	6
SES1	YDR023W	YDR023W	protein_coding	0	0	1	13	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	9
SET1	YHR119W	YHR119W	protein_coding	0	1	1	16	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	9
SET2	YJL168C	YJL168C	protein_coding	0	4	2	69	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	4	42
SET3	YKR029C	YKR029C	protein_coding	0	0	3	39	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	33
SET4	YJL105W	YJL105W	protein_coding	0	1	2	28	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	1	15
SET5	YHR207C	YHR207C	protein_coding	0	0	1	31	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	22
SET6	YPL165C	YPL165C	protein_coding	0	0	6	62	0	0	0	0	37	0	0	0	6	0	0	0	0	0	0	0	0	0	25
SEY1	YOR165W	YOR165W	protein_coding	2	1	4	19	0	0	0	0	2	1	0	0	4	0	0	0	0	0	1	0	0	1	17
SFA1	YDL168W	YDL168W	protein_coding	0	5	3	59	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	5	37
SFB2	YNL049C	YNL049C	protein_coding	0	0	3	35	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	26
SFB3	YHR098C	YHR098C	protein_coding	0	0	4	7	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	3
SFC1	YJR095W	YJR095W	protein_coding	0	3	1	71	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	3	59
SFG1	YOR315W	YOR315W	protein_coding	1	1	2	20	0	0	0	0	13	1	0	0	2	0	0	0	0	0	0	0	0	1	7
SFH1	YLR321C	YLR321C	protein_coding	0	2	1	29	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	2	18
SFH5	YJL145W	YJL145W	protein_coding	0	0	1	49	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	24
SFI1	YLL003W	YLL003W	protein_coding	0	3	2	8	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	3	6
SFK1	YKL051W	YKL051W	protein_coding	0	0	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	7
SFL1	YOR140W	YOR140W	protein_coding	0	14	6	52	0	0	0	0	31	0	0	0	6	0	0	0	0	0	0	0	0	14	21
SFM1	YOR021C	YOR021C	protein_coding	0	0	0	75	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	38
SFP1	YLR403W	YLR403W	protein_coding	0	6	7	47	0	0	0	0	15	0	0	0	7	0	0	0	0	0	0	0	0	6	32
SFT1	YKL006C-A	YKL006C-A	protein_coding	0	0	0	61	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	0	0	0	38
SFT2	YBL102W	YBL102W	protein_coding	0	1	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	7
SGA1	YIL099W	YIL099W	protein_coding	0	0	3	42	0	0	0	0	24	0	0	0	3	0	0	0	0	0	0	0	0	0	18
SGD1	YLR336C	YLR336C	protein_coding	0	6	9	86	0	0	0	0	44	0	0	0	9	0	0	0	0	0	0	0	0	6	42
SGE1	YPR198W	YPR198W	protein_coding	0	4	0	27	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	18
SGF11	YPL047W	YPL047W	protein_coding	0	0	1	43	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	26
SGF29	YCL010C	YCL010C	protein_coding	0	0	1	36	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	11
SGF73	YGL066W	YGL066W	protein_coding	0	1	6	27	0	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	1	18
SGM1	YJR134C	YJR134C	protein_coding	0	3	1	9	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	3	3
SGN1	YIR001C	YIR001C	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SGO1	YOR073W	YOR073W	protein_coding	0	7	5	77	0	0	0	0	38	0	0	0	5	0	0	0	0	0	0	0	0	7	39
SGS1	YMR190C	YMR190C	protein_coding	0	3	4	35	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	3	18
SGT1	YOR057W	YOR057W	protein_coding	0	5	4	60	0	0	0	0	32	0	0	0	4	0	0	0	0	0	0	0	0	5	28
SGT2	YOR007C	YOR007C	protein_coding	0	0	0	24	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12
SGV1	YPR161C	YPR161C	protein_coding	0	1	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	4
SHB17	YKR043C	YKR043C	protein_coding	0	4	1	49	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	4	21
SHC1	YER096W	YER096W	protein_coding	0	0	3	23	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	8
SHE1	YBL031W	YBL031W	protein_coding	0	1	4	56	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	1	20
SHE10	YGL228W	YGL228W	protein_coding	0	4	7	36	0	0	0	0	25	0	0	0	7	0	0	0	0	0	0	0	0	4	11
SHE2	YKL130C	YKL130C	protein_coding	0	3	0	36	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	12
SHE3	YBR130C	YBR130C	protein_coding	0	1	2	44	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	38
SHE4	YOR035C	YOR035C	protein_coding	0	1	1	39	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	1	9
SHE9	YDR393W	YDR393W	protein_coding	0	0	4	9	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	5
SHG1	YBR258C	YBR258C	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SHH3	YMR118C	YMR118C	protein_coding	0	0	3	77	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	0	0	47
SHH4	YLR164W	YLR164W	protein_coding	1	2	0	49	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	2	30
SHM1	YBR263W	YBR263W	protein_coding	0	1	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	7
SHM2	YLR058C	YLR058C	protein_coding	0	5	0	57	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	5	27
SHO1	YER118C	YER118C	protein_coding	0	0	2	28	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	13
SHP1	YBL058W	YBL058W	protein_coding	0	0	1	24	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	6
SHQ1	YIL104C	YIL104C	protein_coding	0	0	0	23	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	16
SHR3	YDL212W	YDL212W	protein_coding	0	4	1	89	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	4	31
SHR5	YOL110W	YOL110W	protein_coding	0	1	1	72	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	1	31
SHS1	YDL225W	YDL225W	protein_coding	0	0	3	21	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	14
SHU1	YHL006C	YHL006C	protein_coding	0	3	2	44	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	3	20
SHU2	YDR078C	YDR078C	protein_coding	0	1	2	48	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	1	22
SHY1	YGR112W	YGR112W	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SIA1	YOR137C	YOR137C	protein_coding	0	5	0	57	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	5	27
SIC1	YLR079W	YLR079W	protein_coding	0	2	3	70	0	0	0	0	40	0	0	0	3	0	0	0	0	0	0	0	0	2	30
SIF2	YBR103W	YBR103W	protein_coding	0	4	3	34	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	4	9
SIL1	YOL031C	YOL031C	protein_coding	0	1	1	22	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	1	11
SIM1	YIL123W	YIL123W	protein_coding	0	1	0	62	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	1	19
SIN3	YOL004W	YOL004W	protein_coding	0	1	3	11	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1	7
SIN4	YNL236W	YNL236W	protein_coding	0	24	8	55	0	0	0	0	34	0	0	0	8	0	0	0	1	0	0	0	1	23	21
SIP1	YDR422C	YDR422C	protein_coding	0	0	4	20	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	10
SIP18	YMR175W	YMR175W	protein_coding	0	0	0	23	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17
SIP2	YGL208W	YGL208W	protein_coding	0	9	3	48	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	9	15
SIP3	YNL257C	YNL257C	protein_coding	0	2	1	16	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	2	7
SIP4	YJL089W	YJL089W	protein_coding	0	3	2	14	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	3	7
SIP5	YMR140W	YMR140W	protein_coding	0	1	1	11	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	7
SIR1	YKR101W	YKR101W	protein_coding	0	1	4	32	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	1	17
SIR2	YDL042C	YDL042C	protein_coding	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SIR3	YLR442C	YLR442C	protein_coding	0	13	10	60	0	0	0	0	23	0	0	0	10	0	0	0	0	0	0	0	0	13	37
SIR4	YDR227W	YDR227W	protein_coding	1	0	2	9	0	0	0	0	6	1	0	0	2	0	0	0	0	0	0	0	0	0	3
SIS1	YNL007C	YNL007C	protein_coding	0	2	1	32	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	2	3
SIS2	YKR072C	YKR072C	protein_coding	0	6	3	56	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	6	24
SIT1	YEL065W	YEL065W	protein_coding	0	10	2	82	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	10	60
SIT4	YDL047W	YDL047W	protein_coding	0	4	0	55	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	4	27
SIW14	YNL032W	YNL032W	protein_coding	0	2	1	40	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	2	12
SIZ1	YDR409W	YDR409W	protein_coding	1	1	2	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	1	4
SKG1	YKR100C	YKR100C	protein_coding	0	1	4	33	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	0	1	17
SKG3	YLR187W	YLR187W	protein_coding	0	14	7	47	0	0	0	0	32	0	0	0	7	0	0	0	0	0	0	0	0	14	15
SKG6	YHR149C	YHR149C	protein_coding	0	7	7	54	0	0	0	0	30	0	0	0	7	0	0	0	0	0	0	0	0	7	24
SKI2	YLR398C	YLR398C	protein_coding	0	12	3	70	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	12	37
SKI3	YPR189W	YPR189W	protein_coding	0	2	2	49	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	2	11
SKI6	YGR195W	YGR195W	protein_coding	0	0	2	63	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	0	33
SKI7	YOR076C	YOR076C	protein_coding	0	4	6	75	0	0	0	0	42	0	0	0	6	0	0	0	0	0	0	0	0	4	33
SKI8	YGL213C	YGL213C	protein_coding	0	1	1	49	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	1	18
SKM1	YOL113W	YOL113W	protein_coding	0	8	9	74	0	0	0	0	34	0	0	0	9	0	0	0	0	0	0	0	0	8	40
SKN1	YGR143W	YGR143W	protein_coding	0	0	1	11	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	7
SKN7	YHR206W	YHR206W	protein_coding	0	2	1	28	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	2	8
SKO1	YNL167C	YNL167C	protein_coding	0	1	2	10	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	8
SKP1	YDR328C	YDR328C	protein_coding	0	0	1	12	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	9
SKP2	YNL311C	YNL311C	protein_coding	0	11	4	47	0	0	0	0	40	0	0	0	4	0	0	0	0	0	0	0	0	11	7
SKS1	YPL026C	YPL026C	protein_coding	0	5	9	63	0	0	0	0	31	0	0	0	9	0	0	0	0	0	0	0	0	5	32
SKT5	YBL061C	YBL061C	protein_coding	0	0	1	10	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	6
SKY1	YMR216C	YMR216C	protein_coding	0	6	8	27	0	0	0	0	12	0	0	0	8	0	0	0	0	0	0	0	0	6	15
SLA1	YBL007C	YBL007C	protein_coding	0	10	7	56	0	0	0	0	29	0	0	0	7	0	0	0	0	0	0	0	0	10	27
SLA2	YNL243W	YNL243W	protein_coding	0	2	2	49	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	2	19
SLC1	YDL052C	YDL052C	protein_coding	0	2	2	32	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	2	21
SLD2	YKL108W	YKL108W	protein_coding	0	7	5	80	0	0	0	0	43	0	0	0	5	0	0	0	0	0	0	0	0	7	37
SLD3	YGL113W	YGL113W	protein_coding	0	0	0	41	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	16
SLD5	YDR489W	YDR489W	protein_coding	0	0	1	14	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	8
SLD7	YOR060C	YOR060C	protein_coding	0	2	4	63	0	0	0	0	31	0	0	0	4	0	0	0	0	0	0	0	0	2	32
SLF1	YDR515W	YDR515W	protein_coding	0	5	6	63	0	0	0	0	13	0	0	0	6	0	0	0	0	0	0	0	0	5	50
SLG1	YOR008C	YOR008C	protein_coding	0	0	1	20	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	3
SLH1	YGR271W	YGR271W	protein_coding	0	1	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLI1	YGR212W	YGR212W	protein_coding	0	5	6	52	0	0	0	0	23	0	0	0	6	0	0	0	0	0	0	0	0	5	29
SLI15	YBR156C	YBR156C	protein_coding	0	7	5	73	0	0	0	0	41	0	0	0	5	0	0	0	0	0	0	0	0	7	32
SLK19	YOR195W	YOR195W	protein_coding	0	1	1	17	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	1	6
SLM1	YIL105C	YIL105C	protein_coding	0	0	1	20	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	10
SLM2	YNL047C	YNL047C	protein_coding	0	9	2	39	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	9	30
SLM3	YDL033C	YDL033C	protein_coding	0	0	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SLM4	YBR077C	YBR077C	protein_coding	0	4	1	75	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	0	4	32
SLM5	YCR024C	YCR024C	protein_coding	0	1	0	30	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	17
SLM6	YBR266C	YBR266C	protein_coding	0	0	0	21	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	16
SLN1	YIL147C	YIL147C	protein_coding	0	9	2	93	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	0	0	9	38
SLO1	YER180C-A	YER180C-A	protein_coding	0	0	0	93	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	51
SLP1	YOR154W	YOR154W	protein_coding	0	5	2	45	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	5	30
SLS1	YLR139C	YLR139C	protein_coding	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SLT2	YHR030C	YHR030C	protein_coding	0	5	0	75	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	5	32
SLU7	YDR088C	YDR088C	protein_coding	0	1	3	23	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	1	12
SLX1	YBR228W	YBR228W	protein_coding	0	5	4	63	0	0	0	0	34	0	0	0	4	0	0	0	0	0	0	0	0	5	29
SLX4	YLR135W	YLR135W	protein_coding	0	0	1	13	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	7
SLX5	YDL013W	YDL013W	protein_coding	0	0	1	50	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	11
SLX8	YER116C	YER116C	protein_coding	0	1	0	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	14
SLX9	YGR081C	YGR081C	protein_coding	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SLY1	YDR189W	YDR189W	protein_coding	0	0	1	19	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	5
SLY41	YOR307C	YOR307C	protein_coding	0	2	0	45	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	2	4
SLZ1	YNL196C	YNL196C	protein_coding	0	0	1	28	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	4
SMA1	YPL027W	YPL027W	protein_coding	0	6	5	51	0	0	0	0	30	0	0	0	5	0	0	0	0	0	0	0	0	6	21
SMA2	YML066C	YML066C	protein_coding	0	1	2	47	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	1	21
SMB1	YER029C	YER029C	protein_coding	0	2	0	72	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	2	17
SMC1	YFL008W	YFL008W	protein_coding	0	7	4	43	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	7	23
SMC2	YFR031C	YFR031C	protein_coding	0	0	1	14	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	4
SMC3	YJL074C	YJL074C	protein_coding	0	1	2	19	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	1	9
SMC4	YLR086W	YLR086W	protein_coding	0	9	10	34	0	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0	9	20
SMC5	YOL034W	YOL034W	protein_coding	0	1	2	24	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	1	14
SMC6	YLR383W	YLR383W	protein_coding	0	18	8	66	0	0	0	0	36	0	0	0	8	0	0	0	0	0	0	0	0	18	30
SMD1	YGR074W	YGR074W	protein_coding	0	0	1	15	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	9
SMD2	YLR275W	YLR275W	protein_coding	0	1	0	57	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	40
SMD3	YLR147C	YLR147C	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SME1	YOR159C	YOR159C	protein_coding	0	1	0	35	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	19
SMF1	YOL122C	YOL122C	protein_coding	0	14	2	67	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	14	47
SMF2	YHR050W	YHR050W	protein_coding	0	4	3	28	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	4	15
SMF3	YLR034C	YLR034C	protein_coding	0	1	2	8	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	1	3
SMI1	YGR229C	YGR229C	protein_coding	0	0	5	74	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	0	43
SMK1	YPR054W	YPR054W	protein_coding	0	1	1	15	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	1	8
SML1	YML058W	YML058W	protein_coding	0	1	0	38	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	7
SMM1	YNR015W	YNR015W	protein_coding	0	2	0	19	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	6
SMP1	YBR182C	YBR182C	protein_coding	0	7	3	65	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	7	29
SMP3	YOR149C	YOR149C	protein_coding	0	8	6	57	0	0	0	0	29	0	0	0	6	0	0	0	0	0	0	0	0	8	28
SMT3	YDR510W	YDR510W	protein_coding	0	2	0	103	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	2	60
SMX2	YFL017W-A	YFL017W-A	protein_coding	0	2	1	85	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	2	49
SMX3	YPR182W	YPR182W	protein_coding	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SMY1	YKL079W	YKL079W	protein_coding	1	0	1	11	0	0	0	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	5
SMY2	YBR172C	YBR172C	protein_coding	0	15	6	64	0	0	0	0	26	0	0	0	6	0	0	0	0	0	0	0	0	15	38
SNA2	YDR525W-A	YDR525W-A	protein_coding	0	0	0	88	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	33
SNA3	YJL151C	YJL151C	protein_coding	0	1	2	41	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	1	28
SNA4	YDL123W	YDL123W	protein_coding	0	0	0	46	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	37
SNC1	YAL030W	YAL030W	protein_coding	0	0	0	36	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	10
SNC2	YOR327C	YOR327C	protein_coding	0	0	0	14	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SNF1	YDR477W	YDR477W	protein_coding	0	13	1	51	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	13	34
SNF11	YDR073W	YDR073W	protein_coding	0	0	0	51	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	31
SNF12	YNR023W	YNR023W	protein_coding	0	0	1	13	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	4
SNF2	YOR290C	YOR290C	protein_coding	0	9	7	59	0	0	0	0	25	0	0	0	7	0	0	0	0	0	0	0	0	9	34
SNF3	YDL194W	YDL194W	protein_coding	0	11	13	64	0	0	0	0	40	0	0	0	13	0	0	0	0	0	0	0	0	11	24
SNF4	YGL115W	YGL115W	protein_coding	1	1	1	21	0	0	0	0	7	1	0	0	1	0	0	0	0	0	0	0	0	1	14
SNF5	YBR289W	YBR289W	protein_coding	0	1	1	20	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	1	7
SNF6	YHL025W	YHL025W	protein_coding	0	0	1	54	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	0	10
SNF7	YLR025W	YLR025W	protein_coding	0	1	0	27	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	12
SNF8	YPL002C	YPL002C	protein_coding	0	0	0	19	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SNG1	YGR197C	YGR197C	protein_coding	0	6	1	57	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	6	27
SNL1	YIL016W	YIL016W	protein_coding	0	0	0	21	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SNM1	YDR478W	YDR478W	protein_coding	0	1	1	53	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	1	39
SNN1	YNL086W	YNL086W	protein_coding	0	0	1	24	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	13
SNO1	YMR095C	YMR095C	protein_coding	0	0	0	24	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SNO2	YNL334C	YNL334C	protein_coding	0	0	0	27	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	24
SNO3	YFL060C	YFL060C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNO4	YMR322C	YMR322C	protein_coding	0	0	0	22	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SNP1	YIL061C	YIL061C	protein_coding	0	2	3	69	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	2	51
SNQ2	YDR011W	YDR011W	protein_coding	0	10	5	36	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	10	28
SNR10	snR10	snR10	snoRNA	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SNR11	snR11	snR11	snoRNA	0	0	0	37	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	18
SNR128	snR128	snR128	snoRNA	0	0	0	48	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	26
SNR13	snR13	snR13	snoRNA	0	0	0	35	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	15
SNR14	snR14	snR14	snRNA	0	0	0	27	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	13
SNR161	snR161	snR161	snoRNA	0	0	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11
SNR17A	snR17a	snR17a	snoRNA	0	0	0	13	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	4
SNR17B	snR17b	snR17b	snoRNA	0	0	0	54	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	0	0	25
SNR18	snR18	snR18	snoRNA	0	0	0	35	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	22
